Set,CN,Name,R,La,Artist
PLST,PLS-4,Dominaria's Judgment,R,EN,John Avon
PLST,CMD-194,Dominus of Fealty,R,EN,Kev Walker
PLST,P11-3,Doom Blade,R,EN,Carl Critchlow
PLST,ONS-307,Doom Cannon,R,EN,Matthew Mitchell
PLST,AKH-87,Doomed Dissenter,C,EN,Tony Foti
PLST,2X2-9,Doomed Traveler,C,EN,Lars Grant-West
PLST,CN2-83,Doomed Traveler,C,EN,Lars Grant-West
PLST,DDJ-65,Doomgape,R,EN,Dave Allsop
PLST,WTH-66,Doomsday,R,EN,Adrian Smith
PLST,PLS-103,Doomsday Specter,R,EN,Donato Giancola
PLST,JOU-66,Doomwake Giant,R,EN,Kev Walker
PLST,IMA-53,Doorkeeper,C,EN,Kev Walker
PLST,HOP-112,Door to Nothingness,R,EN,Puddnhead
PLST,LRW-247,"Doran, the Siege Tower",R,EN,Mark Zug
PLST,OTJ-44,Double Down,M,EN,Javier Charro
PLST,10E-321,Doubling Cube,R,EN,Mark Tedin
PLST,FRF-68,Douse in Gloom,C,EN,Ryan Yee
PLST,XLN-235,Dowsing Dagger // Lost Vale,R,EN,Florian de Gesincourt
PLST,PLS-131,Draco,R,EN,Sam Wood
PLST,M19-215,Draconic Disciple,U,EN,Yongjae Choi
PLST,IMA-17,Dragon Bell Monk,C,EN,Lius Lasahido
PLST,BBD-172,Dragon Breath,U,EN,Greg Staples
PLST,ARB-53,Dragon Broodmother,M,EN,Jaime Jones
PLST,IMA-124,Dragon Egg,C,EN,Jack Wang
PLST,GNT-39,Dragon Fodder,C,EN,Jaime Jones
PLST,PCA-87,Dragonlair Spider,R,EN,Carl Critchlow
PLST,DTK-216,Dragonlord Atarka,M,EN,Karl Kopinski
PLST,DTK-217,Dragonlord Dromoka,M,EN,Eric Deschamps
PLST,DTK-219,Dragonlord Ojutai,M,EN,Chase Stone
PLST,M20-135,Dragon Mage,U,EN,Matthew D. Wilson
PLST,CMR-174,Dragon Mantle,C,EN,Anthony Palumbo
PLST,VIS-144,Dragon Mask,U,EN,Craig Hooper
PLST,STX-97,Dragon's Approach,C,EN,Andrew Mar
PLST,KTK-131,Dragonscale Boon,C,EN,Mark Winters
PLST,DTK-183,Dragon-Scarred Bear,C,EN,Lars Grant-West
PLST,KTK-38,Dragon's Eye Savants,U,EN,Jason Rainville
PLST,DTK-11,Dragon's Eye Sentry,C,EN,Anastasia Ovchinnikova
PLST,MM2-112,Dragonsoul Knight,C,EN,Justin Sweet
PLST,GS1-16,Dragon's Presence,C,EN,Tan Yan Yao
PLST,MH2-121,Dragon's Rage Channeler,U,EN,Martina Fačková
PLST,KTK-219,Dragon Throne of Tarkir,R,EN,Daarken
PLST,DMR-116,Dragon Whelp,U,EN,Jokubas Uogintas
PLST,CMA-81,Dragon Whelp,U,EN,Steven Belledin
PLST,W17-9,Drag Under,C,EN,Tianhua X
PLST,C17-112,"Drana, Kalastria Bloodchief",R,EN,Mike Bierek
PLST,BFZ-210,Drana's Emissary,U,EN,Karl Kopinski
PLST,C15-122,Dreadbringer Lampads,C,EN,Willian Murai
PLST,MM2-80,Dread Drone,C,EN,Raymond Swanland
PLST,MID-97,Dreadhound,U,EN,Joe Slucher
PLST,CLB-225,Dread Linnorm // Scale Deflection,C,EN,Caio Monteiro
PLST,DDQ-55,Dread Return,U,EN,Svetlin Velinov
PLST,CM2-247,Dreadship Reef,U,EN,Lars Grant-West
PLST,ORI-56,Dreadwaters,C,EN,Cliff Childs
PLST,ZNR-297,Dreadwurm,C,EN,Anato Finnstark
PLST,LGN-36,Dreamborn Muse,R,EN,Kev Walker
PLST,C18-88,Dream Cache,C,EN,D. Alexander Gregory
PLST,PC2-64,Dreampod Druid,U,EN,Wayne Reynolds
PLST,PLC-40,Dreamscape Artist,C,EN,Jim Murray
PLST,IKO-47,Dreamtail Heron,C,EN,Caio Monteiro
PLST,INV-53,Dream Thrush,C,EN,D. J. Cleland-Hura
PLST,EMA-47,Dream Twist,C,EN,Dan Murayama Scott
PLST,DDN-5,Dregscape Zombie,C,EN,Lars Grant-West
PLST,MH2-39,Dress Down,R,EN,Iain McCaig
PLST,RAV-46,Drift of Phantasms,C,EN,Michael Phillippi
PLST,LGN-66,Drinker of Sorrow,R,EN,Carl Critchlow
PLST,CN2-133,Driver of the Dead,C,EN,James Ryman
PLST,DKA-136,Drogskol Captain,U,EN,Peter Mohrbacher
PLST,PLS-138,Dromar's Cavern,U,EN,Franz Vohwinkel
PLST,INV-244,"Dromar, the Banisher",R,EN,Dave Dorman
PLST,DTK-221,Dromoka's Command,R,EN,James Ryman
PLST,MIC-13,Drown in Dreams,R,EN,Olena Richards
PLST,DOM-89,Drudge Sentinel,C,EN,Sara Winters
PLST,M19-177,Druid of the Cowl,C,EN,Magali Villeneuve
PLST,ODY-239,Druid's Call,U,EN,Greg Hildebrandt & Tim Hildebrandt
PLST,AVR-175,Druid's Familiar,U,EN,Adam Paquette
PLST,ALA-129,Drumhunter,U,EN,Jim Murray
PLST,FUT-174,Dryad Arbor,U,EN,Eric Fortune
PLST,PRTR-214,Dryad Militant,U,EN,Ryan Pancoast
PLST,THB-169,Dryad of the Ilysian Grove,R,EN,Scott Murphy
PLST,AVR-133,Dual Casting,R,EN,Johannes Voss
PLST,SOI-153,Dual Shot,C,EN,Joseph Meehan
PLST,NPH-8,Due Respect,U,EN,James Ryman
PLST,EVE-137,Duergar Hedge-Mage,U,EN,Dave Allsop
PLST,KLD-207,Dukhara Peafowl,C,EN,Craig J Spearing
PLST,KLD-77,Dukhara Scavenger,C,EN,Sidharth Chaturvedi
PLST,AKH-89,Dune Beetle,C,EN,Grzegorz Rutkowski
PLST,GPT-110,Dune-Brood Nephilim,R,EN,Jim Murray
PLST,STH-58,Dungeon Shade,C,EN,Jason Alexander Behnke
PLST,M12-171,Dungrove Elder,R,EN,Matt Stewart
PLST,EMA-86,Duress,C,EN,Steven Belledin
PLST,IMA-160,Durkwood Baloth,C,EN,Dan Frazier
PLST,RIX-69,Dusk Charger,C,EN,Lucas Graciano
PLST,CLB-691,Dusk // Dawn,R,EN,Kasia 'Kafis' Zielińska
PLST,RIX-70,Dusk Legion Zealot,C,EN,Winona Nelson
PLST,SNC-77,Dusk Mangler,U,EN,Antonio José Manzanedo
PLST,RAV-277,"Duskmantle, House of Shadow",U,EN,Martina Pilcerova
PLST,ONS-199,Dwarven Blastminer,U,EN,Gary Ruddell
PLST,JUD-84,Dwarven Bloodboiler,R,EN,Arnie Swekel
PLST,ODY-185,Dwarven Grunt,C,EN,Mike Ploog
PLST,KHM-133,Dwarven Hammer,U,EN,Raoul Vitale
PLST,MIR-169,Dwarven Miner,U,EN,Jock
PLST,ODY-186,Dwarven Recruiter,U,EN,Ciruelo
PLST,MM3-94,Dynacharge,C,EN,Matt Stewart
PLST,MIR-213,Early Harvest,R,EN,Janine Johnston
PLST,ODY-21,Earnest Fellowship,R,EN,Heather Hudson
PLST,BBD-174,Earth Elemental,C,EN,Anthony S. Waters
PLST,BFZ-172,Earthen Arms,C,EN,Dan Murayama Scott
PLST,GN2-5,Earthshaker Giant,M,EN,Milivoj Ćeran
PLST,DST-120,Eater of Days,R,EN,Mark Tedin
PLST,CNS-161,Echoing Courage,C,EN,Greg Staples
PLST,DST-41,Echoing Decay,C,EN,Greg Staples
PLST,DMC-109,Echoing Truth,C,EN,Greg Staples
PLST,C13-43,Echo Mage,R,EN,Matt Stewart
PLST,LGN-37,Echo Tracer,C,EN,Scott M. Fischer
PLST,KLD-12,Eddytrail Hawk,C,EN,James Paick
PLST,SCG-137,Edgewalker,U,EN,Ben Thompson
PLST,ELD-151,Edgewall Innkeeper,U,EN,Matt Stewart
PLST,C18-89,Eel Umbra,C,EN,Howard Lyon
PLST,IKO-184,Eerie Ultimatum,R,EN,Jason A. Engle
PLST,JOU-122,Eidolon of Blossoms,R,EN,Min Yum
PLST,JOU-10,Eidolon of Rhetoric,U,EN,Ryan Yee
PLST,JOU-94,Eidolon of the Great Revel,R,EN,Cyril Van Der Haegen
PLST,CHK-275,Eiganjo Castle,R,EN,Wayne England
PLST,DMU-198,"Elas il-Kor, Sadistic Pilgrim",U,EN,G-host Lee
PLST,DKA-147,"Elbrus, the Binding Blade // Withengar Unbound",M,EN,Eric Deschamps
PLST,EMN-5,Elder Deep-Fiend,R,EN,Jason Felix
PLST,UMA-3,Eldrazi Conscription,R,EN,Jaime Jones
PLST,BFZ-7,Eldrazi Devastator,C,EN,Joseph Meehan
PLST,OGW-13,Eldrazi Displacer,R,EN,Daarken
PLST,CMA-216,Eldrazi Monument,M,EN,Mark Tedin
PLST,BFZ-58,Eldrazi Skyspawner,C,EN,Chase Stone
PLST,DDP-68,Eldrazi Temple,U,EN,James Paick
PLST,EMN-155,Eldritch Evolution,R,EN,Jason Rainville
PLST,GK1-29,Electrickery,C,EN,Greg Staples
PLST,J22-526,Electric Revelation,C,EN,Liiga Smilshkalne
PLST,GRN-97,Electrostatic Field,U,EN,Dan Murayama Scott
PLST,KLD-210,Electrostatic Pummeler,R,EN,Slawomir Maniak
PLST,ORI-174,Elemental Bond,U,EN,David Gaillet
PLST,OGW-130,Elemental Uprising,C,EN,Svetlin Velinov
PLST,RIX-157,"Elenda, the Dusk Rose",M,EN,Chris Rahn
PLST,ODY-240,Elephant Ambush,C,EN,Anthony S. Waters
PLST,VIS-104,Elephant Grass,U,EN,Tony Roberts
PLST,EMA-163,Elephant Guide,C,EN,Tomasz Jedruszek
PLST,IMA-18,"Elesh Norn, Grand Cenobite",M,EN,Igor Kieryluk
PLST,8ED-324,Elfhame Palace,U,EN,Anthony S. Waters
PLST,POR-163,Elite Cat Warrior,C,EN,Eric Peterson
PLST,CM2-27,Elite Scaleguard,U,EN,Steve Prescott
PLST,M11-206,Elixir of Immortality,U,EN,Zoltan Boros & Gabor Szikszai
PLST,SLX-4,"Elmar, Ulvenwald Informant",R,EN,Eliz Roxs
PLST,2X2-208,Elsha of the Infinite,R,EN,G-host Lee
PLST,THB-13,Elspeth Conquers Death,R,EN,Ryan Yee
PLST,THB-91,Elspeth's Nightmare,U,EN,Jason Rainville
PLST,MOM-13,Elspeth's Smite,U,EN,Livia Prima
PLST,THB-270,"Elspeth, Undaunted Hero",M,EN,Steven Belledin
PLST,KHM-166,Elven Bow,U,EN,Dallas Williams
PLST,EXO-109,Elven Palisade,U,EN,Mark Zug
PLST,ONS-254,Elven Riders,U,EN,Darrell Riche
PLST,TMP-225,Elven Warhounds,R,EN,Kev Walker
PLST,GK1-56,Elves of Deep Shadow,C,EN,Justin Sweet
PLST,DDU-5,Elvish Archdruid,R,EN,Raymond Swanland
PLST,INV-186,Elvish Champion,R,EN,D. Alexander Gregory
PLST,MH1-162,Elvish Fury,C,EN,Randy Vargas
PLST,DD1-4,Elvish Harbinger,U,EN,Larry MacDougall
PLST,POR-165,Elvish Ranger,C,EN,DiTerlizzi
PLST,BBD-196,Elvish Visionary,C,EN,D. Alexander Gregory
PLST,DD1-5,Elvish Warrior,C,EN,Christopher Moeller
PLST,ELD-120,Embercleave,M,EN,Joe Slucher
PLST,ELD-122,Embereth Shieldbreaker // Battle Display,U,EN,Randy Vargas
PLST,A25-169,Ember Weaver,C,EN,Steve Prescott
PLST,KTK-39,Embodiment of Spring,C,EN,Wayne Reynolds
PLST,IMA-19,Emerge Unscathed,C,EN,Steve Argyle
PLST,ZEN-11,Emeria Angel,R,EN,Jim Murray
PLST,BFZ-22,Emeria Shepherd,R,EN,Cynthia Sheppard
PLST,ZEN-213,"Emeria, the Sky Ruin",R,EN,Jaime Jones
PLST,XLN-10,Emissary of Sunrise,U,EN,Deruchenko Alexander
PLST,GRN-168,"Emmara, Soul of the Accord",R,EN,Mark Winters
PLST,EMA-221,Emmessi Tome,U,EN,Craig J Spearing
PLST,C19-54,Empowered Autogenerator,R,EN,Piotr Dura
PLST,INV-54,Empress Galina,R,EN,Matt Cavotta
PLST,BOK-2,Empty-Shrine Kannushi,U,EN,Ron Spears
PLST,DDS-15,Empty the Warrens,C,EN,Jasper Sandner
PLST,M20-208,Empyrean Eagle,U,EN,Jason A. Engle
PLST,WTH-13,Empyrial Armor,C,EN,D. Alexander Gregory
PLST,DDP-59,Emrakul's Hatcher,C,EN,Jaime Jones
PLST,ROE-4,"Emrakul, the Aeons Torn",M,EN,Mark Tedin
PLST,XLN-11,Encampment Keeper,C,EN,Craig J Spearing
PLST,ELD-218,Enchanted Carriage,U,EN,Zoltan Boros
PLST,SHM-140,Enchanted Evening,R,EN,Rebecca Guay
PLST,BFZ-23,Encircling Fissure,U,EN,Igor Kieryluk
PLST,ROE-66,Enclave Cryptologist,U,EN,Igor Kieryluk
PLST,C18-55,Endless Atlas,R,EN,Titus Lunter
PLST,M15-94,Endless Obedience,U,EN,Karl Kopinski
PLST,TMP-132,Endless Scream,C,EN,Joel Biske
PLST,USG-249,Endless Wurm,R,EN,DiTerlizzi
PLST,MH1-89,Endling,R,EN,Livia Prima
PLST,USG-294,Endoskeleton,U,EN,Mark Tedin
PLST,TSP-106,"Endrek Sahr, Master Breeder",R,EN,Mark Tedin
PLST,DTK-16,Enduring Victory,C,EN,Mike Sass
PLST,USG-73,Energy Field,R,EN,John Matson
PLST,MMQ-78,Energy Flux,U,EN,Qiao Dafu
PLST,KLD-181,Engineered Might,U,EN,Lake Hurwitz
PLST,M14-170,Enlarge,U,EN,Michael Komarck
PLST,ORI-12,Enlightened Ascetic,C,EN,James Zapata
PLST,EMN-58,Enlightened Maniac,C,EN,Jaime Jones
PLST,MIR-14,Enlightened Tutor,U,EN,Dan Frazier
PLST,ARB-68,Enlisted Wurm,U,EN,Steve Prescott
PLST,M15-54,Ensoul Artifact,U,EN,Jasper Sandner
PLST,BBD-176,Enthralling Victor,U,EN,Winona Nelson
PLST,AVR-20,Entreat the Angels,M,EN,Todd Lockwood
PLST,MM3-4,Entreat the Angels,M,EN,Todd Lockwood
PLST,C18-15,Entreat the Dead,R,EN,Deruchenko Alexander
PLST,M15-11,Ephemeral Shields,C,EN,Yohann Schepacz
PLST,MH1-7,Ephemerate,C,EN,Bastien L. Deharme
PLST,DTK-185,Epic Confrontation,C,EN,Wayne Reynolds
PLST,ELD-85,Epic Downfall,U,EN,Eric Deschamps
PLST,M19-95,Epicure of Blood,C,EN,Anna Steinbauer
PLST,EXO-32,Equilibrium,R,EN,Jeff Miracola
PLST,A25-90,Erg Raiders,C,EN,Kev Walker
PLST,DD2-20,Errant Ephemeron,C,EN,Luca Zontini
PLST,PCA-41,Erratic Explosion,C,EN,Gary Ruddell
PLST,EXO-132,Erratic Portal,R,EN,John Matson
PLST,MIR-301,Ersatz Gnomes,U,EN,Ron Spencer
PLST,TMP-61,Ertai's Meddling,R,EN,Steve Luke
PLST,PLS-107,"Ertai, the Corrupted",R,EN,Mark Tedin
PLST,C18-179,Esper Charm,U,EN,Michael Bruinsma
PLST,MH2-12,Esper Sentinel,R,EN,Eric Deschamps
PLST,KLD-80,Essence Extraction,U,EN,Min Yum
PLST,M19-54,Essence Scatter,C,EN,Josh Hass
PLST,CMA-106,Essence Warden,C,EN,Terese Nielsen
PLST,RIX-100,"Etali, Primal Storm",R,EN,Raymond Swanland
PLST,C16-252,Etched Oracle,U,EN,Matt Cavotta
PLST,SOK-36,Eternal Dominion,R,EN,Shishizaru
PLST,IMA-89,Eternal Thirst,C,EN,Clint Cearley
PLST,5DN-86,Eternal Witness,U,EN,Terese Nielsen
PLST,UMA-163,Eternal Witness,U,EN,Chris Rahn
PLST,MM2-175,Ethercaste Knight,U,EN,Steven Belledin
PLST,FRF-152,Ethereal Ambush,C,EN,Lius Lasahido
PLST,Q06-2,Ethereal Armor,C,EN,Daarken
PLST,PC2-91,Etherium-Horn Sorcerer,R,EN,Franz Vohwinkel
PLST,THB-216,Eutropia the Twice-Favored,U,EN,Sara Winters
PLST,THS-11,Evangel of Heliod,U,EN,Nils Hamm
PLST,MH1-47,Everdream,U,EN,Nils Hamm
PLST,WWK-123,Everflowing Chalice,U,EN,Steve Argyle
PLST,SOK-37,Evermind,U,EN,Matt Thompson
PLST,TSP-107,Evil Eye of Urborg,U,EN,Clint Langley
PLST,CMA-58,Evincar's Justice,C,EN,Hannibal King
PLST,C16-22,Evolutionary Escalation,U,EN,Kev Walker
PLST,PLC-127,Evolution Charm,C,EN,John Avon
PLST,WAR-159,Evolution Sage,U,EN,Simon Dominic
PLST,RIX-186,Evolving Wilds,C,EN,Jonas De Ro
PLST,C18-245,Evolving Wilds,C,EN,Steven Belledin
PLST,DOM-16,"Evra, Halcyon Witness",R,EN,Johannes Voss
PLST,DOM-17,Excavation Elephant,C,EN,Viktor Titov
PLST,MH1-48,Exclude,U,EN,Jehan Choo
PLST,E01-5,Excoriate,C,EN,Johann Bodin
PLST,C16-109,Executioner's Capsule,C,EN,Warren Mahy
PLST,POR-54,Exhaustion,R,EN,DiTerlizzi
PLST,VMA-27,Exile,C,EN,Sam Wolfe Connelly
PLST,OTC-293,Exotic Orchard,R,EN,Steven Belledin
PLST,CMM-993,Exotic Orchard,R,EN,Steven Belledin
PLST,CON-142,Exotic Orchard,R,EN,Steven Belledin
PLST,C21-288,Exotic Orchard,R,EN,Steven Belledin
PLST,GRN-224,Expansion // Explosion,R,EN,Deruchenko Alexander
PLST,BBD-177,Expedite,C,EN,Kieran Yanner
PLST,2XM-255,Expedition Map,C,EN,Franz Vohwinkel
PLST,BBD-92,Expedition Raptor,C,EN,Johann Bodin
PLST,RIX-37,Expel from Orazca,U,EN,Steven Belledin
PLST,ONE-49,Experimental Augury,C,EN,Donato Giancola
PLST,NEO-138,Experimental Synthesizer,C,EN,Yeong-Hao Han
PLST,C15-184,Experiment One,U,EN,Chase Stone
PLST,DDO-45,Explore,C,EN,Johann Bodin
PLST,C18-144,Explosive Vegetation,U,EN,John Avon
PLST,STX-100,Explosive Welcome,U,EN,Mathias Kollros
PLST,SOI-19,Expose Evil,C,EN,Jama Jurabaev
PLST,RNA-8,Expose to Daylight,C,EN,Daniel Ljunggren
PLST,CN2-30,Expropriate,M,EN,Zack Stella
PLST,USG-135,Expunge,C,EN,Christopher Moeller
PLST,JMP-231,Exquisite Blood,R,EN,Cynthia Sheppard
PLST,SOM-61,Exsanguinate,U,EN,Carl Critchlow
PLST,TMP-135,Extinction,R,EN,Una Fricker
PLST,E01-84,Extract from Darkness,U,EN,Dallas Williams
PLST,ONE-129,Exuberant Fuseling,U,EN,Billy Christian
PLST,IKO-151,Exuberant Wolfbear,U,EN,Jesper Ejsing
PLST,RIX-7,Exultant Skymarcher,C,EN,Ryan Yee
PLST,EMA-88,Eyeblight's Ending,C,EN,Ron Spears
PLST,C13-243,Eye of Doom,R,EN,Yeong-Hao Han
PLST,RAV-48,Eye of the Storm,R,EN,Hideaki Takamura
PLST,NEM-129,Eye of Yawgmoth,R,EN,DiTerlizzi
PLST,MM3-5,Eyes in the Skies,C,EN,James Ryman
PLST,C15-44,"Ezuri, Claw of Progress",M,EN,James Ryman
PLST,C14-195,"Ezuri, Renegade Leader",R,EN,Karl Kopinski
PLST,DDU-9,Ezuri's Archers,C,EN,Shelly Wan
PLST,M21-246,Fabled Passage,R,EN,Howard Lyon
PLST,M10-52,Fabricate,U,EN,Warren Mahy
PLST,KLD-211,Fabrication Module,U,EN,Aaron Miller
PLST,MH1-50,Fact or Fiction,U,EN,Matt Cavotta
PLST,CM2-42,Fact or Fiction,U,EN,Matt Cavotta
PLST,EXO-34,Fade Away,C,EN,Jeff Miracola
PLST,CN2-181,Fade into Antiquity,C,EN,Noah Bradley
PLST,ELD-190,Faeburrow Elder,R,EN,Raoul Vitale
PLST,MH2-158,Fae Offering,U,EN,Lucas Graciano
PLST,C16-8,Faerie Artisans,R,EN,Tony Foti
PLST,CMA-248,Faerie Conclave,U,EN,Stephan Martiniere
PLST,ELD-11,Faerie Guidemother // Gift of the Fae,C,EN,Mila Pesic
PLST,LRW-61,Faerie Harbinger,U,EN,Larry MacDougall
PLST,DDN-57,Faerie Invaders,C,EN,Ryan Pancoast
PLST,DDU-38,Faerie Mechanist,C,EN,Matt Cavotta
PLST,MH1-51,Faerie Seer,C,EN,Colin Boyer
PLST,SHM-37,Faerie Swarm,U,EN,Zoltan Boros & Gabor Szikszai
PLST,KLD-47,Failed Inspection,C,EN,Matt Stewart
PLST,KLD-13,Fairgrounds Warden,U,EN,Izzy
PLST,EMN-25,Faithbearer Paladin,C,EN,Aaron Miller
PLST,DDK-59,Faithless Looting,C,EN,Gabor Szikszai
PLST,CM2-96,Faithless Looting,C,EN,Gabor Szikszai
PLST,MH2-122,Faithless Salvaging,C,EN,Bud Cook
PLST,UMA-16,Faith's Fetters,C,EN,Kev Walker
PLST,EMN-24,Faith Unbroken,U,EN,Kev Walker
PLST,VOW-156,Falkenrath Celebrants,C,EN,Anna Steinbauer
PLST,VOC-128,Falkenrath Noble,U,EN,Slawomir Maniak
PLST,W17-21,Falkenrath Reaver,C,EN,Daarken
PLST,A25-91,Fallen Angel,U,EN,Matthew D. Wilson
PLST,C15-125,Fallen Ideal,U,EN,Anson Maddocks
PLST,CM2-97,Fall of the Hammer,C,EN,Adam Paquette
PLST,DOM-18,Fall of the Thran,R,EN,Jason Felix
PLST,OGW-109,Fall of the Titans,R,EN,Chris Rallis
PLST,ME4-49,False Summoning,C,EN,DiTerlizzi
PLST,USG-184,Falter,C,EN,Mike Raabe
PLST,LRW-64,Familiar's Ruse,U,EN,Eric Fortune
PLST,RIX-8,Famished Paladin,U,EN,Tommy Arnold
PLST,NEM-8,Fanatical Devotion,C,EN,Massimiliano Frezzato
PLST,THS-121,Fanatic of Mogis,U,EN,Matt Stewart
PLST,MBS-79,Fangren Marauder,C,EN,James Ryman
PLST,STH-80,Fanning the Flames,U,EN,Ron Spencer
PLST,SOI-110,Farbog Revenant,C,EN,Min Yum
PLST,MH1-222,Farmstead Gleaner,U,EN,Josh Hass
PLST,LCC-242,Farseek,C,EN,Hristo D. Chukov
PLST,NCC-290,Farseek,C,EN,Martina Pilcerova
PLST,RAV-163,Farseek,C,EN,Martina Pilcerova
PLST,C17-149,Farseek,C,EN,Martina Pilcerova
PLST,CLB-17,Far Traveler,U,EN,Alix Branwyn
PLST,TOR-125,Far Wanderings,C,EN,Darrell Riche
PLST,FRF-34,Fascination,U,EN,Svetlin Velinov
PLST,AER-57,Fatal Push,U,EN,Eric Deschamps
PLST,MRD-36,Fatespinner,R,EN,rk post
PLST,ALA-43,Fatestitcher,U,EN,E. M. Gist
PLST,GK2-118,Fathom Mage,R,EN,Ryan Pancoast
PLST,C14-109,Fathom Seer,C,EN,Ralph Horsley
PLST,WAR-50,"Fblthp, the Lost",R,EN,Jesper Ejsing
PLST,ZNR-15,Fearless Fledgling,U,EN,Jesper Ejsing
PLST,MOM-138,Fearless Skald,U,EN,Slawomir Maniak
PLST,DDJ-72,Feast or Famine,C,EN,Chase Stone
PLST,KTK-10,Feat of Resistance,C,EN,David Gaillet
PLST,KTK-132,Feed the Clan,C,EN,Winona Nelson
PLST,SCD-77,Feed the Swarm,C,EN,Andrey Kuzinskiy
PLST,AFR-103,Feign Death,C,EN,Maria Zolotukhina
PLST,C21-169,Feldon of the Third Path,M,EN,Chase Stone
PLST,AER-19,Felidar Guardian,U,EN,Jakub Kasper
PLST,ZNR-16,Felidar Retreat,R,EN,Ralph Horsley
PLST,BFZ-26,Felidar Sovereign,R,EN,Zoltan Boros & Gabor Szikszai
PLST,PCA-6,Felidar Umbra,U,EN,Christopher Moeller
PLST,M21-180,Feline Sovereign,R,EN,Dan Murayama Scott
PLST,M19-96,Fell Specter,U,EN,Dimitar Marinski
PLST,VOW-112,Fell Stinger,U,EN,Lars Grant-West
PLST,CMD-248,Fellwar Stone,U,EN,John Avon
PLST,C15-254,Fellwar Stone,U,EN,John Avon
PLST,A25-13,Fencing Ace,C,EN,David Rapoza
PLST,AER-58,Fen Hauler,C,EN,Sidharth Chaturvedi
PLST,DOM-92,Feral Abomination,C,EN,Darek Zabrocki
PLST,BBD-197,Feral Hydra,U,EN,Steve Prescott
PLST,FRF-128,Feral Krushok,C,EN,Kev Walker
PLST,HOU-115,Feral Prowler,C,EN,Ben Wootten
PLST,POR-93,Feral Shadow,C,EN,Colin MacNeil
PLST,GS1-28,Ferocious Zheng,C,EN,Yutaka Li
PLST,C18-147,Fertile Ground,C,EN,Heather Hudson
PLST,DOM-117,Fervent Strike,C,EN,Winona Nelson
PLST,CM2-63,Festercreep,C,EN,Jeff Easley
PLST,IMA-90,Festering Newt,C,EN,Eric Deschamps
PLST,ORI-97,Fetid Imp,C,EN,Nils Hamm
PLST,XLN-254,Field of Ruin,U,EN,Dimitar Marinski
PLST,VOC-86,Field of Souls,U,EN,Richard Kane Ferguson
PLST,CMA-10,Fiend Hunter,U,EN,Wayne Reynolds
PLST,M14-18,Fiendslayer Paladin,R,EN,Wesley Burt
PLST,DDU-10,Fierce Empath,C,EN,Johann Bodin
PLST,FRF-98,Fierce Invocation,C,EN,Tyler Jacobson
PLST,VOW-13,Fierce Retribution,C,EN,Sidharth Chaturvedi
PLST,ELD-154,Fierce Witchstalker,C,EN,Nicholas Gregory
PLST,MRD-90,Fiery Gambit,R,EN,Scott M. Fischer
PLST,ORI-284,Fiery Hellhound,C,EN,Ted Galaday
PLST,ORI-145,Fiery Impulse,C,EN,Daarken
PLST,MM3-164,Fiery Justice,R,EN,Mathias Kollros
PLST,SOI-156,Fiery Temper,C,EN,Johannes Voss
PLST,AFR-244,Fifty Feet of Rope,U,EN,Andrew Mar
PLST,ARB-6,Filigree Angel,R,EN,Richard Whitters
PLST,GNT-52,Filigree Familiar,U,EN,Izzy
PLST,BBD-144,Fill with Fright,C,EN,Luca Zontini
PLST,JUD-66,Filth,U,EN,Thomas M. Baxa
PLST,BOK-4,Final Judgment,R,EN,Kev Walker
PLST,AKH-92,Final Reward,C,EN,Sidharth Chaturvedi
PLST,DD2-56,Fireball,U,EN,Dave Dorman
PLST,IMA-128,Fireball,U,EN,Dave Dorman
PLST,LRW-164,Fire-Belly Changeling,C,EN,Randy Gallegos
PLST,VIS-79,Fireblast,C,EN,Michael Danza
PLST,DDS-37,Firebolt,C,EN,Chris Rallis
PLST,HOU-92,Firebrand Archer,C,EN,John Stanko
PLST,JUD-88,Firecat Blitz,U,EN,David Martin
PLST,M19-141,Fire Elemental,C,EN,Slawomir Maniak
PLST,KTK-11,Firehoof Cavalry,C,EN,YW Tang
PLST,UMA-225,Fire // Ice,C,EN,Dan Murayama Scott
PLST,POR-126,Fire Imp,U,EN,DiTerlizzi
PLST,RAV-205,Firemane Angel,R,EN,Matt Cavotta
PLST,WAR-237,Firemind Vessel,U,EN,Ravenna Tran
PLST,PD2-15,Fire Servant,U,EN,Ryan Yee
PLST,TMP-173,Fireslinger,C,EN,Jeff Reitz
PLST,PCA-92,Fires of Yavimaya,U,EN,Val Mayerik
PLST,UMA-130,Firewing Phoenix,U,EN,James Paick
PLST,STX-102,First Day of Class,C,EN,Paul Scott Canavan
PLST,MH1-91,First-Sphere Gargantua,C,EN,Randy Vargas
PLST,C17-211,Fist of Suns,R,EN,Arnie Swekel
PLST,CMR-414,Fists of Flame,C,EN,Steve Argyle
PLST,GTC-91,Five-Alarm Fire,R,EN,Karl Kopinski
PLST,MIR-175,Flame Elemental,U,EN,Richard Kane Ferguson
PLST,EMA-131,Flame Jab,U,EN,rk post
PLST,DD2-53,Flame Javelin,U,EN,Trevor Hairsine
PLST,LRW-167,Flamekin Harbinger,U,EN,Steve Prescott
PLST,C14-60,Flamekin Village,R,EN,Ron Spears
PLST,CM2-251,Flamekin Village,R,EN,Ron Spears
PLST,EMA-201,Flame-Kin Zealot,U,EN,Arnie Swekel
